content,content_zh,rating,product_id,date,ai_sentiment,ai_aspects_json,ai_aspects_json_zh,ai_pain_points,ai_highlights,ai_evidence_level,annotation_status,reviewer_notes,
"I did finally get a hole, but it was from my own negligence, i drove my knee into a sharp stick while climbing up a hillside, i dont think any waders would have taken it well. However, the soles are durable and have really good tread, but the feel of them isnt the best, id get some insoles. The pvc is thin but does seem durable as i havent worn the knees or the butt out at all in the time ive had them (6 months or so, frequent river & creek fishing trips from summer into winter). I havent had any leakage until i had a dumby attack not too long ago, and if you layer up and wear your woolies you can still go duck hunting and fishing well into winter, ive used these in temps down to 8°F and been fine with the proper layers to go with, in the summer they arent too bad but you will probably end up sweating a good bit and not realize it till you take them off. Pretty sure sweating and waders go almost hand in hand when its above freezing out. I will say tho, since these are a one size fits all, im a bit smaller than average as far as my frame goes so the shoulder straps are always a little loose, but its not too bad",最后确实破了个洞，但是我自己不小心，爬坡时膝盖撞到尖树枝上，估计什么涉水裤都扛不住。不过鞋底很耐用，抓地力好，但脚感一般，建议加个鞋垫。PVC材质薄但耐用，用了六个月（从夏天到冬天频繁在河里钓鱼），膝盖和臀部都没磨损。直到最近一次意外才漏水。如果多穿几层保暖裤，冬天也能打野鸭和钓鱼。我在零下13°C用过，穿对衣服就没问题。夏天穿也不会太热，但会出不少汗，脱下来才发现。我觉得只要气温在零度以上，出汗和涉水裤几乎是标配。不过这款是均码，我身材偏小，肩带总是有点松，但还能接受。,4,Wader,2025/1/17,positive,"[{""key"": ""durability"", ""polarity"": ""positive"", ""evidence_span"": ""the soles are durable and have really good tread"", ""evidence_level"": ""certain""}, {""key"": ""grip"", ""polarity"": ""positive"", ""evidence_span"": ""really good tread"", ""evidence_level"": ""certain""}, {""key"": ""comfort"", ""polarity"": ""negative"", ""evidence_span"": ""the feel of them isnt the best, id get some insoles"", ""evidence_level"": ""certain""}, {""key"": ""breathability"", ""polarity"": ""negative"", ""evidence_span"": ""you will probably end up sweating a good bit"", ""evidence_level"": ""probable""}, {""key"": ""size_fit"", ""polarity"": ""negative"", ""evidence_span"": ""the shoulder straps are always a little loose"", ""evidence_level"": ""certain""}, {""key"": ""waterproof"", ""polarity"": ""positive"", ""evidence_span"": ""havent had any leakage until..."", ""evidence_level"": ""certain""}, {""key"": ""material"", ""polarity"": ""positive"", ""evidence_span"": ""pvc is thin but does seem durable"", ""evidence_level"": ""certain""}]","[{""key"": ""耐用性"", ""polarity"": ""正面"", ""evidence_span"": ""the soles are durable and have really good tread"", ""evidence_level"": ""确定""}, {""key"": ""防滑性"", ""polarity"": ""正面"", ""evidence_span"": ""really good tread"", ""evidence_level"": ""确定""}, {""key"": ""穿着舒适度"", ""polarity"": ""负面"", ""evidence_span"": ""the feel of them isnt the best, id get some insoles"", ""evidence_level"": ""确定""}, {""key"": ""透气性"", ""polarity"": ""负面"", ""evidence_span"": ""you will probably end up sweating a good bit"", ""evidence_level"": ""推测""}, {""key"": ""尺寸合脚性"", ""polarity"": ""负面"", ""evidence_span"": ""the shoulder straps are always a little loose"", ""evidence_level"": ""确定""}, {""key"": ""防水性"", ""polarity"": ""正面"", ""evidence_span"": ""havent had any leakage until..."", ""evidence_level"": ""确定""}, {""key"": ""材质"", ""polarity"": ""正面"", ""evidence_span"": ""pvc is thin but does seem durable"", ""evidence_level"": ""确定""}]","[""uncomfortable soles"", ""poor breathability in summer"", ""loose shoulder straps for smaller frames""]","[""durable soles with good tread"", ""no leakage until accidental damage"", ""works well in cold with layers""]",certain,reviewed,"AI Aspects: 可补 {key: ""waterproof"", polarity: ""positive"", evidence_span: ""havent had any leakage until..."", evidence_level: ""certain""}; 可补 {key: ""material"", polarity: ""positive"", evidence_span: ""pvc is thin but does seem durable"", evidence_level: ""certain""}。",
"I am 6 feet tall, 240 lbs.  These were a little tight in the crotch and didn't allow for a ton of movement but they did keep me dry in waist-high water.  I've only used them once so far but I'm happy with them.",我身高6英尺，体重240磅。这款涉水裤裆部有点紧，活动不太方便，但在齐腰深的水里能保持干爽。目前只用过一次，但挺满意的。,5,Wader,2025/1/21,positive,"[{""key"": ""waterproof"", ""polarity"": ""positive"", ""evidence_span"": ""kept me dry in waist-high water"", ""evidence_level"": ""certain""}, {""key"": ""size_fit"", ""polarity"": ""negative"", ""evidence_span"": ""a little tight in the crotch"", ""evidence_level"": ""certain""}, {""key"": ""comfort"", ""polarity"": ""negative"", ""evidence_span"": ""didn't allow for a ton of movement"", ""evidence_level"": ""certain""}]","[{""key"": ""防水性"", ""polarity"": ""正面"", ""evidence_span"": ""在齐腰深的水里让我保持干燥。"", ""evidence_level"": ""确定""}, {""key"": ""尺寸合脚性"", ""polarity"": ""负面"", ""evidence_span"": ""裆部有点紧。"", ""evidence_level"": ""确定""}, {""key"": ""穿着舒适度"", ""polarity"": ""负面"", ""evidence_span"": ""活动空间不大。"", ""evidence_level"": ""确定""}]","[""tight crotch"", ""restricted movement""]","[""kept dry in waist-high water""]",certain,ai_pending_review,,
Works great! Haven't had any issues. I bought to be able to clean out my pond.,效果很好！没遇到任何问题。买来是为了清理我的池塘。,5,Wader,2025/8/18,positive,"[{""key"": ""ease_of_use"", ""polarity"": ""positive"", ""evidence_span"": ""Works great!"", ""evidence_level"": ""certain""}]","[{""key"": ""易用性"", ""polarity"": ""正面"", ""evidence_span"": ""效果很好！"", ""evidence_level"": ""确定""}]",[],"[""Works great for pond cleaning""]",certain,ai_pending_review,,
"I was a bit surprised at how well these waders turned out for the price.  After 2 duck seasons they held up pretty well.  No leaks or damage.  They stayed waterproof and kept me dry.  There is a big vest pocket for your your phone or extra shell.The soles are not padded, so through in some inserts if you want a more comfortable walk.  The only other downside is the waders smell quite strong at first.  You will need to leave them outside for quite some time before they smell normal.Overall, this was a good purchase at a great price.",这个价格能买到这样的涉水裤，我有点惊讶。经过两个猎鸭季后，它们依然表现不错。没有漏水或损坏。防水性能很好，让我保持干爽。有一个大胸袋可以放手机或额外弹药。鞋底没有衬垫，如果想要更舒适的行走体验，可以加个鞋垫。唯一的缺点是刚买来时气味很重，需要放在外面晾一段时间才能恢复正常。总的来说，这是一次物超所值的购买。,5,Wader,2024/9/14,positive,"[{""key"": ""waterproof"", ""polarity"": ""positive"", ""evidence_span"": ""They stayed waterproof and kept me dry."", ""evidence_level"": ""certain""}, {""key"": ""durability"", ""polarity"": ""positive"", ""evidence_span"": ""After 2 duck seasons they held up pretty well."", ""evidence_level"": ""certain""}, {""key"": ""value_for_money"", ""polarity"": ""positive"", ""evidence_span"": ""good purchase at a great price"", ""evidence_level"": ""certain""}, {""key"": ""comfort"", ""polarity"": ""negative"", ""evidence_span"": ""The soles are not padded"", ""evidence_level"": ""certain""}, {""key"": ""material"", ""polarity"": ""negative"", ""evidence_span"": ""the waders smell quite strong at first"", ""evidence_level"": ""certain""}, {""key"": ""ease_of_use"", ""polarity"": ""positive"", ""evidence_span"": ""big vest pocket for your phone or extra shell"", ""evidence_level"": ""certain""}]","[{""key"": ""防水性"", ""polarity"": ""正面"", ""evidence_span"": ""They stayed waterproof and kept me dry."", ""evidence_level"": ""确定""}, {""key"": ""耐用性"", ""polarity"": ""正面"", ""evidence_span"": ""After 2 duck seasons they held up pretty well."", ""evidence_level"": ""确定""}, {""key"": ""性价比"", ""polarity"": ""正面"", ""evidence_span"": ""good purchase at a great price"", ""evidence_level"": ""确定""}, {""key"": ""穿着舒适度"", ""polarity"": ""负面"", ""evidence_span"": ""The soles are not padded"", ""evidence_level"": ""确定""}, {""key"": ""材质"", ""polarity"": ""负面"", ""evidence_span"": ""the waders smell quite strong at first"", ""evidence_level"": ""确定""}, {""key"": ""易用性"", ""polarity"": ""正面"", ""evidence_span"": ""big vest pocket for your phone or extra shell"", ""evidence_level"": ""确定""}]","[""unpadded soles"", ""strong initial smell""]","[""good waterproofing"", ""durable after 2 seasons"", ""great value for price""]",certain,reviewed,"AI Aspects: 可补 {key: ""ease_of_use"", polarity: ""positive"", evidence_span: ""big vest pocket for your phone or extra shell"", evidence_level: ""certain""}。",
I opened the box and not only were they the wrong size and color BUT THEY WERE USED.  Mud and sand got everywhere. Ridiculous.,打开盒子，不仅尺码和颜色错了，而且居然是二手的！到处都是泥和沙子。太离谱了。,1,Wader,2024/11/23,negative,"[{""key"": ""size_fit"", ""polarity"": ""negative"", ""evidence_span"": ""wrong size"", ""evidence_level"": ""certain""}, {""key"": ""aesthetics"", ""polarity"": ""negative"", ""evidence_span"": ""wrong size and color"", ""evidence_level"": ""certain""}, {""key"": ""shipping_damage"", ""polarity"": ""negative"", ""evidence_span"": ""Mud and sand got everywhere"", ""evidence_level"": ""certain""}]","[{""key"": ""尺寸合脚性"", ""polarity"": ""负面"", ""evidence_span"": ""尺码不对"", ""evidence_level"": ""确定""}, {""key"": ""外观设计"", ""polarity"": ""负面"", ""evidence_span"": ""尺码和颜色都不对"", ""evidence_level"": ""确定""}, {""key"": ""运输损坏"", ""polarity"": ""负面"", ""evidence_span"": ""泥和沙到处都是"", ""evidence_level"": ""确定""}]","[""Wrong size and color"", ""Used product with mud and sand""]",[],certain,ai_pending_review,,
"I ordered a size 13 as I normally where a 11-12 wide shoe and wanted not to feel cramped and they work perfectly, and the fit great. I ordered them as our property was flooded from Hurricane Milton and many trees are down, since I don’t want to ruin the property or our equipment driving in the water, I wear these to cut trees off of fence lines until the water goes down to wear we can use equipment again. The kept me nice and dry today in waste deep water at times and the pockets are very secure. Great product!",我通常穿11-12码的宽鞋，为了不挤脚，我订了13码，结果非常合适，穿着很舒服。因为飓风米尔顿导致我们的地产被淹，很多树倒了，我不想开车涉水损坏地产或设备，所以穿着它去砍围栏线上的树，直到水退到可以重新使用设备。有时水深及腰，但它让我保持干爽，口袋也很牢固。好产品！,5,Wader,2024/11/13,positive,"[{""key"": ""waterproof"", ""polarity"": ""positive"", ""evidence_span"": ""kept me nice and dry today in waste deep water"", ""evidence_level"": ""certain""}, {""key"": ""size_fit"", ""polarity"": ""positive"", ""evidence_span"": ""ordered a size 13 ... they work perfectly, and the fit great"", ""evidence_level"": ""certain""}, {""key"": ""ease_of_use"", ""polarity"": ""positive"", ""evidence_span"": ""pockets are very secure"", ""evidence_level"": ""certain""}]","[{""key"": ""防水性"", ""polarity"": ""正面"", ""evidence_span"": ""今天在齐腰深的水里让我保持干爽"", ""evidence_level"": ""确定""}, {""key"": ""尺寸合脚性"", ""polarity"": ""正面"", ""evidence_span"": ""订购了13码……非常合脚，穿着很合适"", ""evidence_level"": ""确定""}, {""key"": ""易用性"", ""polarity"": ""正面"", ""evidence_span"": ""口袋非常安全"", ""evidence_level"": ""确定""}]",[],"[""kept dry in deep water"", ""great fit for wide feet"", ""secure pockets""]",certain,ai_pending_review,,
Leaked with first use!,第一次使用就漏水了！,1,Wader,2024/9/15,negative,"[{""key"": ""waterproof"", ""polarity"": ""negative"", ""evidence_span"": ""Leaked with first use!"", ""evidence_level"": ""certain""}]","[{""key"": ""防水性"", ""polarity"": ""负面"", ""evidence_span"": ""第一次使用就漏水了！"", ""evidence_level"": ""确定""}]","[""Leaked on first use""]",[],certain,ai_pending_review,,
Thin material ripped when bumped into a rock tried the patch kit and it didn’t work legs still filled with water,材料很薄，碰到石头就破了。试了修补包也没用，裤腿里还是灌满了水。,1,Wader,2024/9/3,negative,"[{""key"": ""material"", ""polarity"": ""negative"", ""evidence_span"": ""Thin material ripped when bumped into a rock"", ""evidence_level"": ""certain""}, {""key"": ""durability"", ""polarity"": ""negative"", ""evidence_span"": ""Thin material ripped when bumped into a rock"", ""evidence_level"": ""certain""}, {""key"": ""waterproof"", ""polarity"": ""negative"", ""evidence_span"": ""legs still filled with water"", ""evidence_level"": ""certain""}, {""key"": ""ease_of_use"", ""polarity"": ""negative"", ""evidence_span"": ""tried the patch kit and it didn't work"", ""evidence_level"": ""certain""}]","[{""key"": ""材质"", ""polarity"": ""负面"", ""evidence_span"": ""Thin material ripped when bumped into a rock"", ""evidence_level"": ""确定""}, {""key"": ""耐用性"", ""polarity"": ""负面"", ""evidence_span"": ""Thin material ripped when bumped into a rock"", ""evidence_level"": ""确定""}, {""key"": ""防水性"", ""polarity"": ""负面"", ""evidence_span"": ""legs still filled with water"", ""evidence_level"": ""确定""}, {""key"": ""易用性"", ""polarity"": ""负面"", ""evidence_span"": ""tried the patch kit and it didn't work"", ""evidence_level"": ""确定""}]","[""Material too thin and rips easily"", ""Patch kit ineffective"", ""Not waterproof after damage""]",[],certain,reviewed,"AI Aspects: 可补 {key: ""ease_of_use"", polarity: ""negative"", evidence_span: ""tried the patch kit and it didn’t work"", evidence_level: ""certain""}。",
"The price was right, the delivery was fast. But after using these one time, I discovered my clothing underneath was soaked, including pants & socks. ***updated*** after a second use, I've discovered they are waterproof, and the moisture inside was my own sweat! So I have moved my rating up to 5 ⭐️⭐️⭐️⭐️⭐️. Also worth noting, the company reached out to me and offered support via email when I originally rated ⭐️⭐️⭐️. I will definitely use this company again in the future.",价格合适，送货也快。但只用了一次，就发现里面的衣服湿透了，包括裤子和袜子。***更新***第二次使用后，我发现它们是防水的，里面的湿气是我自己的汗！所以我把评分改成了5星⭐⭐⭐⭐⭐。另外值得一提的是，当我最初给3星时，公司通过邮件联系我并提供了支持。以后我肯定会再次购买这家公司的产品。,5,Wader,2024/10/15,positive,"[{""key"": ""waterproof"", ""polarity"": ""positive"", ""evidence_span"": ""after a second use, I've discovered they are waterproof"", ""evidence_level"": ""certain""}, {""key"": ""breathability"", ""polarity"": ""negative"", ""evidence_span"": ""the moisture inside was my own sweat"", ""evidence_level"": ""certain""}, {""key"": ""customer_service"", ""polarity"": ""positive"", ""evidence_span"": ""the company reached out to me and offered support via email"", ""evidence_level"": ""certain""}, {""key"": ""value_for_money"", ""polarity"": ""positive"", ""evidence_span"": ""The price was right"", ""evidence_level"": ""certain""}]","[{""key"": ""防水性"", ""polarity"": ""正面"", ""evidence_span"": ""第二次使用后，我发现它们是防水的"", ""evidence_level"": ""确定""}, {""key"": ""透气性"", ""polarity"": ""负面"", ""evidence_span"": ""里面的湿气是我自己的汗水"", ""evidence_level"": ""确定""}, {""key"": ""客服"", ""polarity"": ""正面"", ""evidence_span"": ""公司主动联系我并通过电子邮件提供了支持"", ""evidence_level"": ""确定""}, {""key"": ""性价比"", ""polarity"": ""正面"", ""evidence_span"": ""价格合适"", ""evidence_level"": ""确定""}]","[""poor breathability causes sweat buildup""]","[""good waterproofing after retest"", ""responsive customer service"", ""good value for money""]",certain,ai_pending_review,,
I bought two different sets and both of mine leaked I don't know why but they did,我买了两套不同的，结果都漏水了。不知道什么原因，但确实漏了。,1,Wader,2024/10/14,negative,"[{""key"": ""waterproof"", ""polarity"": ""negative"", ""evidence_span"": ""both of mine leaked"", ""evidence_level"": ""certain""}, {""key"": ""build_quality"", ""polarity"": ""negative"", ""evidence_span"": ""both of mine leaked I don't know why"", ""evidence_level"": ""certain""}]","[{""key"": ""防水性"", ""polarity"": ""负面"", ""evidence_span"": ""我的两个都漏水了"", ""evidence_level"": ""确定""}, {""key"": ""做工"", ""polarity"": ""负面"", ""evidence_span"": ""我的两个都漏水了，不知道为什么"", ""evidence_level"": ""确定""}]","[""leaked"", ""inconsistent quality""]",[],certain,ai_pending_review,,
perfect fit for a womens size 11.5 shoe,女士11.5码的鞋完美贴合。,5,Wader,2024/10/13,positive,"[{""key"": ""size_fit"", ""polarity"": ""positive"", ""evidence_span"": ""perfect fit for a womens size 11.5 shoe"", ""evidence_level"": ""certain""}]","[{""key"": ""尺寸合脚性"", ""polarity"": ""正面"", ""evidence_span"": ""完美适配女性11.5码的鞋子"", ""evidence_level"": ""确定""}]",[],"[""perfect fit for size 11.5""]",certain,ai_pending_review,,
functions as it should! the fitment is spot on! keeps water out and you dry! very comfortable and effective with some solid boot bottoms to match! very strong waders! high quality for such a low price! will be recommending these to my friends! comes with an awesome protective waterproof case for your phone that functions well!,功能正常！合身度完美！防水效果很好，让你保持干爽！非常舒适有效，鞋底也很结实！非常结实的涉水裤！价格低廉但质量很高！我会推荐给我的朋友们！还附带一个很棒的防水手机保护壳，功能也很好！,5,Wader,2025/7/13,positive,"[{""key"": ""waterproof"", ""polarity"": ""positive"", ""evidence_span"": ""keeps water out and you dry!"", ""evidence_level"": ""certain""}, {""key"": ""size_fit"", ""polarity"": ""positive"", ""evidence_span"": ""the fitment is spot on!"", ""evidence_level"": ""certain""}, {""key"": ""comfort"", ""polarity"": ""positive"", ""evidence_span"": ""very comfortable"", ""evidence_level"": ""certain""}, {""key"": ""grip"", ""polarity"": ""positive"", ""evidence_span"": ""solid boot bottoms"", ""evidence_level"": ""certain""}, {""key"": ""value_for_money"", ""polarity"": ""positive"", ""evidence_span"": ""high quality for such a low price!"", ""evidence_level"": ""certain""}, {""key"": ""build_quality"", ""polarity"": ""positive"", ""evidence_span"": ""very strong waders! high quality"", ""evidence_level"": ""certain""}, {""key"": ""ease_of_use"", ""polarity"": ""positive"", ""evidence_span"": ""protective waterproof case for your phone"", ""evidence_level"": ""certain""}]","[{""key"": ""防水性"", ""polarity"": ""正面"", ""evidence_span"": ""keeps water out and you dry!"", ""evidence_level"": ""确定""}, {""key"": ""尺寸合脚性"", ""polarity"": ""正面"", ""evidence_span"": ""the fitment is spot on!"", ""evidence_level"": ""确定""}, {""key"": ""穿着舒适度"", ""polarity"": ""正面"", ""evidence_span"": ""very comfortable"", ""evidence_level"": ""确定""}, {""key"": ""防滑性"", ""polarity"": ""正面"", ""evidence_span"": ""solid boot bottoms"", ""evidence_level"": ""确定""}, {""key"": ""性价比"", ""polarity"": ""正面"", ""evidence_span"": ""high quality for such a low price!"", ""evidence_level"": ""确定""}, {""key"": ""做工质量"", ""polarity"": ""正面"", ""evidence_span"": ""very strong waders! high quality"", ""evidence_level"": ""确定""}, {""key"": ""易用性"", ""polarity"": ""正面"", ""evidence_span"": ""protective waterproof case for your phone"", ""evidence_level"": ""确定""}]",[],"[""keeps water out"", ""spot on fitment"", ""high quality low price""]",certain,reviewed,"AI Aspects: 可补 {key: ""build_quality"", polarity: ""positive"", evidence_span: ""very strong waders! high quality"", evidence_level: ""certain""}; 可补 {key: ""ease_of_use"", polarity: ""positive"", evidence_span: ""protective waterproof case for your phone"", evidence_level: ""certain""}。",
